gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_per_tenure
0,0,1,0,-0.5468567339563023,1,0,1,2,0,0,0,0,0,0,1,2,0.2792792848258065,-0.371568277601386,1,0.6794618307307466
1,0,0,0,0.797693988161937,1,0,1,0,2,0,0,0,2,0,1,2,0.6831506717661141,0.9067724025267608,1,1.136742179311348
1,0,1,1,1.5718292524118322,1,0,2,1,1,1,1,1,1,2,0,3,-1.5073945462887242,-0.3992086722899203,0,-0.25397712358220215
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,0,3,-0.6265227969950485,-0.9870909695360828,1,0.7710154134687736
0,1,0,0,0.797693988161937,0,1,0,0,2,2,2,2,0,0,1,2,-0.4752787796634931,0.1248558581294822,0,0.15652099675111963
1,0,1,0,-1.076528230548336,1,2,2,1,1,1,1,1,1,1,0,3,-1.3195860412506386,-0.931920477025289,0,0.865672121343822
0,1,1,0,-0.2616490050221303,1,0,0,0,0,2,0,0,2,1,0,3,-0.1362262572938518,-0.3026106768062075,0,1.1565519875782164
1,1,0,0,0.6347181430566958,1,2,1,0,2,0,0,2,2,1,1,2,1.1368827237607813,1.0857842164912113,0,1.7106557113087348
0,0,1,1,1.2866215234776603,1,2,1,2,0,0,2,2,2,1,1,0,1.3163811179564735,1.9581221318607984,0,1.5219099759563421
0,0,0,0,-1.1987601143772668,1,0,1,0,2,0,0,2,0,0,0,2,0.6299659623747981,-0.8982799328113904,1,0.7493408581399372
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,0,-0.6896796393972369,-0.9879292257197732,0,0.7716701742334926
1,0,1,1,1.6125732136881423,1,2,2,1,1,1,1,1,1,2,0,1,-1.3528264846202114,-0.2420576972211901,0,-0.15010648519181094
1,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,3,-0.6398189743428778,-0.9872674445221228,0,0.7711532578402933
0,0,1,1,0.7569500268856267,1,2,1,2,2,0,0,0,2,0,1,2,0.9640324182390032,0.995340786145648,0,1.3149359281230881
0,0,1,1,0.3495104141225239,1,0,2,1,1,1,1,1,1,2,0,0,-1.499084435446331,-0.652538514750518,0,-1.8670073576742265
0,0,1,1,1.6125732136881423,1,0,0,2,2,2,0,2,0,2,1,1,0.1945161542333963,1.2034930321799735,0,0.7463183822999546
0,0,1,0,0.4309983366751445,1,2,0,2,2,0,2,2,2,2,0,1,0.7197151594726443,0.5696610604436142,0,1.3217244986098025
1,0,1,0,1.6125732136881423,1,2,1,2,2,2,2,2,2,2,1,1,1.638813418641328,2.5602547842297003,0,1.5876828180558078
1,0,1,0,0.5939741817803856,1,2,1,0,0,0,0,2,2,1,1,1,1.010569038956405,1.00577486969527,0,1.6932972855495971
1,0,0,0,1.6125732136881423,1,2,0,2,2,2,2,2,2,2,0,1,0.7895200905487467,1.799625535023512,0,1.1159961729164278
1,0,0,0,-1.1987601143772668,1,0,2,1,1,1,1,1,1,0,1,1,-1.46418196990828,-0.9777598546492112,0,0.8156426318514434
1,0,0,0,-1.2802480369298874,1,0,1,0,0,0,0,0,0,0,1,2,0.1745718882116524,-0.9764583516271652,1,0.7627102900847024
1,0,0,0,-1.2395040756535771,1,2,1,0,0,0,0,0,2,0,1,2,0.7047569599563366,-0.9343690674565958,1,0.7538249254758707
1,0,0,0,-0.2616490050221303,0,1,0,2,2,0,0,0,2,0,1,0,-0.6697353733754932,-0.497108170795679,0,1.8999046862556712
1,0,1,1,-0.1394171211931994,1,0,0,2,0,0,0,0,2,0,1,3,-0.1528464789786381,-0.1981595444437093,0,1.4213429652525007
0,1,1,0,0.1050466464646622,1,2,1,2,2,0,2,2,0,0,1,0,1.1867433888151402,0.6044486920667735,1,5.754097940386043
1,0,0,0,-0.22090504374582,1,0,0,2,2,0,0,0,0,1,0,0,-0.3107385849841083,-0.3554428757519696,0,1.6090301503525326
1,0,1,1,-0.3431369275747509,1,0,0,2,2,0,2,0,2,0,1,1,0.1828819990540456,-0.2544991837370188,0,0.7416840429731284
1,0,1,1,1.4088534073065913,1,0,0,2,0,2,2,0,0,2,1,0,-0.1461983903047237,0.7369593472096514,0,0.5230915746007605
0,0,0,0,-0.6690886177852331,1,2,1,0,0,0,0,0,0,0,0,2,0.2609970409725416,-0.4804533439881424,1,0.7180713155433774
0,0,0,0,-0.3838808888510611,1,0,0,0,2,2,0,0,0,1,0,0,-0.299104429804758,-0.4215327580239961,0,1.0980821662824254
1,0,0,0,-0.7505765403378537,0,1,0,0,2,0,0,0,0,0,1,3,-1.1201433810332029,-0.822197154454842,0,1.095420800235443
0,0,1,1,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,1,2,-1.4558718590658866,-0.9980985967903354,1,0.7796134561423241
0,1,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,0,3,-0.6547771738591854,-0.987465978881418,1,0.7713083327582532
1,1,0,0,-1.1580161531009563,0,1,0,0,2,0,0,2,2,0,1,1,-0.4603205801471852,-0.9158833126688928,0,0.7909071995380411
1,0,0,1,-0.6690886177852331,1,2,0,2,2,0,0,0,2,0,1,2,0.1429934670105583,-0.5292486776282366,0,0.7909993737154217
0,0,1,0,0.5532302205040753,0,1,0,0,0,0,0,2,2,0,1,2,-0.6930036837341939,-0.1215252817557856,0,-0.21966493740175277
1,0,0,1,1.4495973685829016,1,2,0,2,2,0,2,2,2,2,1,0,0.7213771816411229,1.5880320267614034,0,1.095498695830162
1,0,0,0,0.227278530293593,1,2,0,2,2,2,2,0,0,0,0,2,0.1712478438746953,0.1651142143198855,0,0.7264839934796959
1,1,1,0,-0.0986731599168891,1,0,0,0,2,0,0,0,0,0,1,0,-0.4786028240004503,-0.3334496806167192,1,3.3793351798764606
0,1,0,0,-1.1172721918246462,1,0,1,0,0,0,0,0,2,0,0,2,0.4704118342008493,-0.8404181967634847,1,0.7522054186195899
1,0,0,0,-0.6283446565089229,1,0,1,0,2,2,0,0,2,0,1,1,0.8692971546357213,-0.296081102322723,0,0.47120811684426006
1,0,1,1,-1.1580161531009563,1,0,2,1,1,1,1,1,1,2,0,3,-1.4924363467724169,-0.9735465143575032,0,0.8407020159006616
0,0,0,0,-0.8320644628904743,1,0,2,1,1,1,1,1,1,1,0,2,-1.4841262359300234,-0.8923459614057913,0,1.072448110938313
1,0,1,1,1.6125732136881423,1,2,0,2,2,2,2,2,2,2,1,1,0.8576629994563706,1.8346999384989868,0,1.1377467534034098
1,0,0,0,-1.1987601143772668,1,0,1,0,0,0,0,2,2,0,1,2,0.9041996201737724,-0.8896547178686793,0,0.7421457447563128
1,0,0,0,0.960669833267178,1,2,1,0,2,0,2,0,2,0,1,2,0.9856387064292256,1.253545750095604,1,1.3048663616638958
0,0,0,0,0.3495104141225239,1,2,2,1,1,1,1,1,1,1,1,3,-1.327896152093032,-0.5828308952646691,0,-1.6675637454978742
1,0,0,0,0.3087664528462136,0,1,0,0,2,0,2,0,0,1,0,1,-0.9572652085222968,-0.3972453880702239,0,-1.286556179948988
0,0,0,0,-1.0357842692720256,1,0,0,2,2,0,2,2,2,0,1,2,0.4554536346845415,-0.7554234316119102,0,0.7293250670265925
1,0,0,0,1.490341329859212,1,0,2,1,1,1,1,1,1,2,0,1,-1.4907743246039378,-0.3899878542693239,0,-0.26167686989272776
1,0,1,1,-1.0357842692720256,1,0,2,1,1,1,1,1,1,1,0,3,-1.4675060142452372,-0.9411854137923956,0,0.9086693452622945
0,0,1,1,-1.1172721918246462,0,1,0,0,2,0,0,0,0,0,1,2,-1.1400876470549464,-0.9335969893926702,0,0.8356038897450663
0,0,1,1,1.6125732136881423,1,2,1,2,2,2,2,2,0,2,0,1,1.3728898716847469,2.3709853617016674,0,1.4703117610883218
1,0,1,1,0.4717422979514547,1,0,2,1,1,1,1,1,1,1,1,0,-1.472492080750673,-0.6257143168724193,0,-1.3263901066103028
0,0,0,0,1.3273654847539706,1,2,1,0,2,2,0,2,0,1,1,2,1.0205411719672768,1.7076379485500974,0,1.2864866294655921
0,0,0,0,-1.1987601143772668,1,2,0,0,0,0,2,2,0,0,0,2,-0.0065885281525186,-0.930508677136968,0,0.7762259237498486
1,0,0,0,-0.3431369275747509,1,0,0,0,0,0,2,0,0,0,1,1,-0.4553345136417494,-0.447231927866089,0,1.3033628616630353
0,0,0,0,0.4717422979514547,1,2,1,0,2,2,0,0,0,0,1,0,0.6648684279128493,0.6967451097657583,1,1.4769612832925527
0,1,1,0,1.6125732136881423,1,2,0,2,2,2,2,2,2,2,0,1,0.8078023344020117,1.7952357197457636,0,1.1132739304529626
1,0,0,0,-0.3431369275747509,1,0,0,2,0,0,2,0,0,0,0,2,-0.3273588066688946,-0.4124222368696746,0,1.201917379702102
1,0,0,0,-1.2802480369298874,1,0,0,0,0,2,0,0,0,0,0,3,-0.461982602315664,-0.9849070915838362,1,0.7693095893712153
1,0,1,0,-0.4246248501273714,1,0,2,1,1,1,1,1,1,0,1,0,-1.4741541029191516,-0.799321584389391,0,1.882418290285236
1,0,1,1,1.5310852911355222,1,2,0,0,2,2,2,2,2,2,1,1,0.703094937787858,1.6096502125513186,0,1.0513132232872078
1,0,1,1,-0.3023929662984406,1,2,0,0,0,0,0,2,0,0,0,2,-0.1478604124732022,-0.3876495607042922,0,1.2819397403632375
1,0,1,1,0.1865345690172827,1,0,2,1,1,1,1,1,1,2,0,0,-1.495760391109374,-0.6870173151481073,0,-3.683056276203979
0,1,1,1,-0.4246248501273714,1,2,1,0,0,0,0,2,0,0,0,0,0.6831506717661141,-0.1419302020166749,0,0.33424845949101
0,0,1,1,1.082901717096109,1,2,0,0,0,2,2,2,0,2,1,0,0.2427147971192763,0.8433517044185913,0,0.7787887775079986
1,0,1,1,0.6754621043330061,1,2,1,0,0,2,0,2,2,0,1,2,1.1634750784564392,1.1423003307705606,1,1.6911390342150134
1,0,1,1,0.5939741817803856,1,2,1,0,0,2,2,2,2,0,1,0,1.4144404258967127,1.251053040917787,1,2.1062414483536385
0,0,1,1,-0.0579291986405789,1,0,2,1,1,1,1,1,1,0,1,3,-1.504070501951767,-0.716643053429593,1,12.371016175728535
1,0,1,1,-1.2802480369298874,1,0,1,0,0,0,0,0,2,0,1,2,0.5402167652769517,-0.9716052895110616,0,0.7589195698679063
1,0,0,0,-1.1987601143772668,1,0,2,1,1,1,1,1,1,0,1,2,-1.472492080750673,-0.9734141581179732,0,0.8120174724228654
0,0,1,0,0.8384379494382472,1,2,1,0,2,2,2,2,2,1,1,0,1.5623603988913113,1.5558253418090808,0,1.8556237141358911
1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.4824642137615447,-0.9984515467624158,0,0.779889144885364
1,0,0,0,-0.506112772679992,1,0,2,1,1,1,1,1,1,1,1,3,-1.499084435446331,-0.8238736668222232,0,1.6278460281877671
0,0,0,0,-1.1987601143772668,1,0,1,2,2,0,0,0,0,0,1,2,0.4753979007062849,-0.8986108234102156,1,0.7496168855075954
0,0,0,0,0.7569500268856267,1,0,2,1,1,1,1,1,1,1,1,0,-1.494098368940895,-0.5675216902256884,0,-0.7497478962523897
0,0,1,0,0.7569500268856267,1,0,0,2,2,0,2,0,0,1,1,0,-0.1428743459677664,0.3802372223027963,0,0.5023280385724185
0,0,1,1,-0.791320501614164,1,0,2,1,1,1,1,1,1,2,0,3,-1.504070501951767,-0.8903164990663298,0,1.125102278091153
0,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,0,3,-1.459195903402844,-0.9981427155368454,0,0.7796479172352041
1,0,0,1,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,1,3,-1.454209836897408,-0.9980765374170804,0,0.7795962255958842
1,0,0,0,1.24587756220135,1,2,0,2,2,2,2,0,0,1,0,2,0.2227705310975329,1.0116426629811042,0,0.8119920397262997
1,0,0,0,-1.1987601143772668,1,0,0,0,0,0,0,0,2,0,0,3,-0.3373309396797665,-0.9239349839069734,0,0.770742180045705
1,0,0,0,0.5532302205040753,1,0,2,1,1,1,1,1,1,2,0,1,-1.5157046571311177,-0.6066991371265958,0,-1.0966485825264614
1,0,0,0,-1.2802480369298874,1,2,0,0,0,0,0,0,0,0,1,1,-0.498547090022194,-0.9853923977954464,0,0.7696886613928948
1,0,0,1,-0.9950403079957154,0,1,0,0,0,0,0,0,0,0,0,3,-1.3062898639028098,-0.9124199910678554,1,0.9169678692772959
0,0,1,1,1.5718292524118322,1,0,2,1,1,1,1,1,1,2,0,0,-1.472492080750673,-0.3451632078151324,0,-0.21959332242068286
1,0,1,1,0.9199258719908678,1,2,1,0,0,2,0,2,0,0,1,1,0.8510149107824564,1.2423175291088009,0,1.3504539517083323
0,0,0,0,1.5310852911355222,1,2,1,0,2,2,2,0,0,1,1,0,0.8460288442770204,1.8100375591998787,0,1.1821925072883908
0,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,0,2,0,0,2,0.5302446322660801,-0.9370161922471976,1,0.7559605576553825
1,0,1,1,1.4088534073065913,1,2,1,2,0,0,2,2,2,2,0,0,1.323029206630388,2.0305430542570138,0,1.4412734807796308
1,0,1,0,1.3273654847539706,1,2,1,0,2,0,0,2,0,0,1,0,0.8992135536683364,1.6136650184837316,1,1.215690054486257
1,0,1,0,-0.7505765403378537,1,0,0,0,0,2,0,0,0,0,0,1,-0.4852509126743647,-0.7122752975251,0,0.9489709033598182
0,0,1,1,-0.506112772679992,1,2,1,0,0,2,2,0,2,0,1,0,1.0205411719672768,-0.1619601129322289,0,0.3200079541059795
1,0,0,1,-1.2802480369298874,1,0,1,0,2,0,0,0,0,0,1,2,0.3507462380703874,-0.9741200580621336,1,0.7608838521620644
1,0,0,0,-1.2802480369298874,1,2,1,0,0,0,0,0,0,0,1,2,0.354070282407345,-0.9740759393156236,1,0.7608493910691845
0,0,1,1,0.6754621043330061,1,2,1,0,0,0,0,2,2,0,1,0,1.0172171276303197,1.0282533710421309,0,1.5222961650194915
0,0,0,0,1.6125732136881423,1,2,1,2,2,2,0,2,0,2,1,0,1.213335743510798,2.19620894740218,0,1.3619282081333814
0,0,1,0,0.5532302205040753,1,2,0,2,0,0,0,0,0,0,0,2,-0.388853626902604,0.0778693930962993,0,0.14075404815259127
1,0,0,0,-0.3431369275747509,1,2,1,0,2,2,0,0,0,0,1,0,0.6665304500813278,-0.1034586550599278,0,0.30150836807673453
0,0,1,1,-1.1172721918246462,0,1,0,0,2,0,2,0,0,0,0,2,-1.0154359844190488,-0.9352073236402862,0,0.8370451985500282
0,0,1,1,0.0235587239120416,1,2,1,0,2,2,2,0,0,0,0,1,0.7911821127172253,0.2670946968778219,0,11.337400865812663
0,0,0,0,0.3902543753988342,1,2,0,2,2,0,0,0,0,1,1,0,-0.1545085011471169,0.0610160319294673,0,0.15634938587712136
1,0,0,0,-0.3838808888510611,1,0,1,2,0,2,0,2,2,1,1,1,1.1684611449618754,0.0041690270512925,0,-0.010860209956713964
1,0,0,0,-0.9950403079957154,1,0,1,0,0,0,0,0,0,0,0,0,0.1961781764018748,-0.7632103903709306,0,0.7670145462833019
1,0,0,0,1.368109446030281,1,0,0,2,2,0,0,0,0,1,1,3,-0.3323448731743307,0.5216598642407004,0,0.38129980445230716
1,0,0,0,-0.3431369275747509,1,0,0,2,0,0,0,0,0,0,1,0,-0.5068572008645872,-0.4733502258000273,1,1.3794791168225693
1,1,0,0,-0.3431369275747509,1,2,0,0,2,0,0,0,0,0,0,1,-0.3323448731743307,-0.4376581598734123,0,1.2754621397548953
1,0,0,0,1.490341329859212,1,2,0,2,2,2,2,0,2,1,1,1,0.4587776790214986,1.3558350638791106,1,0.9097480132334463
0,0,0,0,0.8384379494382472,1,0,1,0,2,2,0,2,2,1,1,3,1.1800953001412255,1.2871642349362475,0,1.5351931956308116
0,0,0,0,1.1236456783724194,0,1,0,2,0,2,0,2,2,2,0,2,-0.3722334052178177,0.4207823503455148,0,0.37447956988987
0,0,1,0,-1.0357842692720256,1,0,1,0,0,0,0,2,0,0,1,2,0.5418787874454303,-0.7529527818073485,1,0.7269397732179713
0,0,0,0,-0.506112772679992,1,0,2,1,1,1,1,1,1,1,1,1,-1.5107185906256817,-0.8159984705701827,0,1.6122858671384037
0,0,1,1,-0.3838808888510611,1,2,1,0,0,0,0,0,2,0,0,2,0.6914607826085073,-0.1830488737640237,0,0.4768376834592654
1,0,1,1,1.6125732136881423,1,0,0,2,0,2,2,2,2,2,1,2,0.5319066544345585,1.5200009196429358,0,0.9425934318768182
1,0,1,0,-0.8728084241667845,1,2,1,0,0,0,0,0,0,0,1,2,0.3374500607225587,-0.6430750436241164,1,0.7367883098035171
1,0,0,0,-0.4653688114036817,1,0,2,1,1,1,1,1,1,2,0,3,-1.5024084797832884,-0.8351239471822811,0,1.7945421496196
1,1,0,0,-1.2802480369298874,1,2,1,0,0,0,0,2,2,0,1,2,0.95572230739661,-0.966090446197308,1,0.7546119332579112
1,1,0,0,-0.0579291986405789,1,2,1,0,2,0,0,2,0,0,1,2,0.8609870437933281,0.2478809827727035,0,-4.279033520050544
0,0,0,0,1.0014137945434884,1,0,0,0,2,2,2,2,0,2,0,3,0.1645997552007807,0.7107969305292032,0,0.7097934284530524
0,0,1,1,0.512486259227765,1,0,2,1,1,1,1,1,1,2,1,0,-1.4891123024354591,-0.6162949644925276,0,-1.202559002110975
1,0,0,0,-0.9135523854430948,1,2,1,0,2,2,0,0,2,0,1,2,1.0122310611248837,-0.5566684785842209,0,0.6093448908397555
0,0,1,0,1.0421577558197987,1,2,1,0,0,2,2,2,2,0,1,1,1.2399280982064562,1.589201173543919,1,1.524914212526103
1,0,0,1,-0.7505765403378537,1,0,2,1,1,1,1,1,1,0,0,3,-1.4907743246039378,-0.8889488179245189,0,1.1843546529237114
1,0,1,0,-0.22090504374582,1,2,0,2,0,0,2,2,2,1,0,3,0.5335686766030371,-0.0348319448635748,0,0.15767835932100074
0,0,1,1,-0.7505765403378537,1,2,1,0,2,0,0,0,2,0,1,0,0.8676351324672428,-0.4519085149961523,1,0.6020818540274876
0,0,1,1,-0.8320644628904743,0,1,0,0,2,0,0,0,0,0,0,3,-1.1833002234353909,-0.8709924880949363,1,1.0467848669671957
0,0,1,1,1.490341329859212,1,2,1,0,2,0,2,0,2,2,1,0,0.9474121965542168,1.8153759275275927,0,1.2180940641960762
0,0,1,1,-0.3023929662984406,1,0,1,0,2,2,0,2,0,0,1,0,0.8094643565704907,-0.0112725342272182,1,0.03727776596527381
1,1,1,0,1.0421577558197987,1,2,1,2,2,2,0,2,2,1,1,2,1.4643010909510716,1.7664923563944783,1,1.6950335460535837
0,0,1,1,0.1050466464646622,0,1,0,2,0,0,2,2,0,2,1,1,-0.6132266196472196,-0.2740879071874726,0,-2.609201877564707
0,1,0,0,-0.6690886177852331,1,2,1,0,0,0,0,2,0,0,1,2,0.6632064057443707,-0.411694277552259,1,0.6153060545477795
1,0,1,1,0.512486259227765,1,2,0,0,2,2,0,2,2,1,0,1,0.4637637455269347,0.5811981126559873,0,1.1340755038618207
0,0,0,0,-0.6283446565089229,1,0,1,0,2,0,0,2,0,0,1,2,0.6233178737008834,-0.4209592143193655,0,0.6699495411613923
0,0,1,1,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,2,-0.6348329078374417,-0.9872012664023578,1,0.7711015662009734
1,0,0,0,-0.4246248501273714,1,0,2,1,1,1,1,1,1,1,0,3,-1.5024084797832884,-0.8209618295525611,0,1.933381499708045
0,1,0,0,-1.2802480369298874,1,0,1,0,0,0,0,0,0,0,1,2,0.1712478438746953,-0.9765024703736752,1,0.7627447511775823
1,0,1,1,1.4088534073065913,1,0,0,2,0,2,2,0,2,2,0,3,0.1014429127985924,1.0342976393140049,0,0.7341414187948395
0,0,1,1,1.4088534073065913,1,2,1,0,0,2,2,2,2,2,1,0,1.3579316721684396,1.956489738239927,0,1.3887106551279116
0,0,1,0,-1.2395040756535771,0,1,0,0,0,0,0,2,2,0,0,2,-0.6713973955439717,-0.964524230696202,1,0.7781533353874764
1,0,0,0,-0.3838808888510611,1,2,1,0,0,0,0,0,0,0,1,2,0.3374500607225587,-0.2527344338766176,1,0.6583668039142059
0,1,0,0,-0.9542963467194052,1,0,1,0,0,2,0,0,0,0,0,1,0.3557323045758235,-0.7261506433025047,0,0.7609278247777019
0,0,0,0,-1.1172721918246462,1,0,2,1,1,1,1,1,1,0,0,3,-1.4841262359300234,-0.9553254720488604,0,0.8550516866339379
1,0,0,0,0.8791819107145575,0,1,0,2,0,0,2,2,0,2,0,1,-0.6514531295222281,0.0782002836951245,0,0.08894664772113771
0,0,0,0,1.0014137945434884,1,0,1,0,0,2,0,2,2,2,1,2,1.0122310611248837,1.4035715476029638,1,1.4015899873266733
1,0,0,0,-0.3431369275747509,1,2,1,0,0,2,0,2,0,0,1,3,0.8327326669291911,-0.0521706122420168,1,0.15204021499741283
0,0,1,1,0.6754621043330061,1,2,1,0,2,0,0,2,2,1,0,3,1.1850813666466615,1.1728966814752673,1,1.736435950960505
1,0,0,0,-1.1172721918246462,1,2,0,0,0,0,0,0,0,0,0,2,-0.5866342649515616,-0.908912550720308,1,0.8135104027210588
1,0,0,0,-1.2395040756535771,1,0,1,0,0,0,0,0,2,0,1,2,0.5119623884128152,-0.927464483627776,1,0.7482544848743107
0,0,0,1,-1.1580161531009563,1,2,1,0,0,2,2,0,0,0,1,3,0.7413214476628662,-0.8567200735989412,1,0.7398170321759338
1,0,1,1,1.5310852911355222,1,2,0,2,2,2,2,2,0,2,1,0,0.480383967211721,1.521456838277767,0,0.9937113543487741
1,0,0,0,-1.1172721918246462,1,2,1,0,0,0,0,0,0,0,1,0,0.3690284819236528,-0.8495287179178062,1,0.7603596725435534
1,0,1,1,0.8384379494382472,1,2,0,2,0,2,2,2,2,0,0,2,0.6947848269454648,1.0292019240920969,0,1.2275230680835252
0,0,1,0,0.5939741817803856,1,2,1,2,2,2,0,2,0,0,1,2,1.128572612918388,0.9928480769678308,1,1.6715340622918249
0,0,0,1,-0.0579291986405789,1,0,2,1,1,1,1,1,1,1,0,1,-1.485788258098502,-0.7473938197470845,0,12.901849797444664
1,0,1,1,-0.791320501614164,1,0,0,0,2,2,2,0,0,0,0,0,-0.099661769587322,-0.6764288159856998,0,0.854810174393177
0,0,1,1,-0.1801610824695097,1,2,0,0,0,0,0,0,0,0,0,3,-0.4952230456852367,-0.3851789108997305,0,2.1379695637925455
0,0,0,0,-0.9135523854430948,1,2,1,0,0,0,0,0,2,0,0,2,0.7197151594726443,-0.6408029281788499,1,0.7014408132359538
1,0,1,0,0.227278530293593,1,0,2,1,1,1,1,1,1,2,0,0,-1.4758161250876305,-0.6793406532553619,0,-2.989022554738478
0,0,0,0,-1.2802480369298874,1,0,0,0,0,0,0,0,0,0,1,3,-0.648129085185271,-0.9873777413883978,1,0.7712394105724931
1,0,1,0,1.4088534073065913,1,2,1,0,2,2,0,2,2,1,0,2,1.3064089849456015,2.098971230094072,1,1.4898435984953393
1,0,1,0,0.797693988161937,1,0,0,2,2,0,0,2,2,1,1,3,0.3524082602388664,0.698024553414549,0,0.8750530451194093
1,0,1,1,1.2051336009250395,1,0,1,2,2,2,2,2,2,2,0,3,1.4410327805923713,2.004027687604485,0,1.6629091463935852
0,0,0,0,-0.6690886177852331,1,0,1,0,2,0,0,0,2,0,1,2,0.7130670707987297,-0.4161282115765172,0,0.6219328808102483
0,1,1,0,-1.1172721918246462,1,2,1,0,2,0,0,0,0,0,1,2,0.5385547431084732,-0.8433962121529118,1,0.7548708527109581
1,0,0,0,-0.8320644628904743,1,0,1,0,0,2,0,2,2,1,0,2,1.0271892606411914,-0.4849975748786755,0,0.5828846159273074
0,0,1,1,1.6125732136881423,1,2,1,2,2,2,2,2,2,2,1,0,1.7302246379076531,2.732891439323452,0,1.6947394488049392
1,1,0,0,1.5718292524118322,1,2,1,0,2,0,2,2,2,1,0,0,1.361255716505397,2.249857343158378,0,1.4313624331053594
0,0,1,0,-0.3431369275747509,1,0,2,1,1,1,1,1,1,1,0,3,-1.4841262359300234,-0.8058070401263656,0,2.348354185664917
0,0,0,0,-0.7098325790615434,1,0,2,1,1,1,1,1,1,2,0,3,-1.5024084797832884,-0.8610657701301794,0,1.213054733650826
1,0,1,0,1.4088534073065913,1,0,1,2,2,0,0,0,2,1,1,1,0.8576629994563706,1.6645339332097968,1,1.1814812844098583
1,0,0,1,-1.2395040756535771,1,2,0,2,2,0,0,0,0,0,0,0,-0.1279161464514586,-0.9479797007549404,0,0.7648056342655275
0,0,1,1,-1.1172721918246462,0,1,0,0,0,0,0,0,0,0,0,3,-1.3212480634191175,-0.9519945066873532,0,0.8520703492428522
0,0,1,0,-0.7098325790615434,1,0,1,0,0,0,0,2,2,0,0,2,0.776223913200918,-0.3938482445889516,1,0.5548466725909525
1,0,0,0,-1.2802480369298874,1,0,2,1,1,1,1,1,1,0,1,3,-1.4824642137615447,-0.9984515467624158,1,0.779889144885364
1,0,1,1,0.3495104141225239,1,0,0,2,2,2,0,0,0,1,1,0,-0.149522434641681,0.1005905475489652,0,0.2878041497032541
0,0,0,1,0.4309983366751445,1,0,0,2,2,0,0,0,2,0,1,2,-0.0281948163427406,0.2001886177953601,0,0.4644765437836199
1,1,1,0,-1.2802480369298874,1,2,1,0,0,0,0,0,0,0,0,2,0.3158437725323362,-0.9745833049004888,0,0.7612456936373039
0,1,0,0,-1.2802480369298874,1,0,1,0,0,0,0,0,0,0,1,3,0.1928541320649173,-0.97621569852136,0,0.7625207540738626
0,0,1,1,-0.2616490050221303,1,0,1,0,0,0,0,2,2,0,1,2,0.8643110881302852,0.0346330215164689,1,-0.13236443040759754
1,0,0,0,-0.4246248501273714,1,2,1,0,2,0,0,0,0,0,1,2,0.4837080115486781,-0.2439548033211215,1,0.5745184325598096
1,0,1,0,1.5718292524118322,1,2,0,2,2,2,2,2,2,2,0,0,0.856000977287892,1.81800099294494,0,1.1566148105179868
1,0,0,0,-1.0357842692720256,1,0,2,1,1,1,1,1,1,2,0,3,-1.5073945462887242,-0.9344131862031058,0,0.9021310845547347
0,1,0,0,-0.1801610824695097,1,2,0,0,2,2,2,0,0,0,0,0,-0.0115745946579542,-0.183401823736104,0,1.0179880206211724
1,1,0,0,-0.6690886177852331,1,0,1,0,0,0,0,0,0,0,0,2,0.1612757108638236,-0.5470726512182891,0,0.8176385559048485
1,0,0,0,-1.0357842692720256,1,0,2,1,1,1,1,1,1,1,0,3,-1.5057325241202455,-0.950626825545542,0,0.9177845751738107
0,0,0,0,1.490341329859212,1,2,1,0,2,2,2,2,2,2,1,0,1.5191478225108668,2.28188755312466,0,1.5311174074064113
0,0,0,1,-1.2802480369298874,0,1,0,0,0,0,0,0,0,0,0,3,-1.3328822185984677,-0.9964662031694644,0,0.7783383957057657
1,0,0,0,-1.1987601143772668,1,0,0,2,0,2,0,2,2,0,1,2,0.4188891469780118,-0.916412737627013,0,0.764467157887608
1,1,0,0,-0.4653688114036817,1,0,1,0,0,2,0,2,2,0,1,0,1.0637537483477213,-0.1116206231642836,1,0.23985411232782183
0,0,1,0,1.490341329859212,1,2,1,0,2,2,0,0,0,0,1,0,0.6848126939345931,1.582142174102314,0,1.0615971941486546
0,0,1,0,1.5718292524118322,0,1,0,2,2,2,2,0,0,2,1,0,-0.5716760654352537,0.4828794860583834,0,0.30720861398745936
0,0,1,1,1.490341329859212,1,0,2,1,1,1,1,1,1,2,0,3,-1.509056568457203,-0.4134369680394053,0,-0.2774109257766215
